MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
6.75,22,6.96,1.23,729,4.55,12.88,78.9,91.93
7.42,3,1.82,2.37,580,2.13,22.48,75.53,59.53
12.45,22,8.94,4.57,3004,6.6,34.43,75.53,34.89
11.7,7,7.5,4.05,3408,7.1,20.57,91.3,45.66
12.12,12,4.72,2.13,1399,7.36,24.99,69.71,90.16
4.69,46,7.8,1.2,970,6.38,22.39,80.81,55.7
3.52,35,9.36,3.6,1205,8.66,27.02,87.43,98.24
6.94,12,3.04,4.42,1343,2.83,15.37,69.17,56.24
10.9,28,9.36,2.59,895,2.01,31.15,68.11,35.29
4.03,12,1.73,4.08,4962,6.6,9.04,74.63,33.72
12.1,25,7.07,2.75,2475,6.67,33.17,84.68,55.17
13.33,3,6.23,4.35,1919,4.91,32.74,96.48,41.94
2.59,33,2.36,1.54,1305,8.83,24.62,78.1,38.81
2.69,10,2.65,3.59,857,5.98,25.44,80.55,80.55
5.75,26,2.92,3.79,2252,7.72,29.77,88.68,23.67
13.41,2,1.41,2.68,750,6.68,30.65,72.15,53.2
6.25,7,3.61,3.39,1329,6.22,22.69,71.22,35.5
10.17,41,4.03,1.79,2398,6.09,35.2,93.28,17.68
6.64,44,7.19,4.67,2381,1.16,31.17,83.92,99.44
2.78,18,4.69,1.98,3425,1.37,22.0,84.33,16.79
4.15,26,7.49,2.54,2384,3.96,29.98,72.76,31.21
13.35,39,5.46,4.02,4569,8.55,9.43,91.27,22.94
12.81,41,8.32,3.24,2821,8.16,15.06,88.29,83.51
4.93,14,5.55,1.35,4201,9.9,27.17,69.86,52.29
6.27,20,4.86,1.76,2990,9.8,30.67,78.65,18.76
2.78,6,7.43,3.01,947,4.29,20.47,87.38,58.63
12.7,32,4.96,1.88,741,6.92,18.12,84.22,64.32
8.38,48,5.5,3.13,4771,4.8,22.5,81.09,61.11
7.63,2,2.95,3.68,620,4.5,11.64,80.65,83.28
12.49,15,7.43,3.39,722,6.34,20.44,80.73,27.71
2.5,49,6.94,3.41,3540,8.53,35.53,81.83,53.5
4.77,30,5.7,3.35,4844,1.66,29.63,86.0,59.54
10.13,27,9.53,1.07,647,5.45,10.44,96.61,53.72
12.77,43,8.54,1.95,1396,7.21,29.65,84.82,64.95
5.79,41,3.49,2.04,3160,7.15,15.31,90.27,63.27
13.81,40,8.75,2.07,3404,7.84,11.87,79.08,60.88
5.59,2,4.61,1.41,3648,3.76,13.17,91.26,70.53
11.75,24,9.17,1.21,2371,9.34,14.08,69.47,84.3
5.8,45,4.59,3.62,1671,3.1,36.07,70.38,68.45
4.75,47,4.9,4.08,309,4.82,32.02,75.35,73.06
7.37,30,7.34,1.69,2285,3.55,28.08,93.39,55.83
9.72,31,5.67,1.48,4139,6.29,11.49,78.83,52.56
7.92,31,1.65,2.78,289,5.6,26.35,82.01,13.04
7.63,4,7.31,3.85,1762,9.04,29.63,77.81,78.19
9.42,34,1.12,4.73,3809,2.87,28.31,74.47,42.54
11.49,27,8.0,4.16,2267,7.33,10.73,70.24,28.36
4.68,2,8.69,1.94,1058,7.58,28.83,75.88,59.72
6.67,46,7.04,1.88,3131,9.82,25.27,83.65,21.8
11.41,41,7.91,4.88,3611,8.77,30.11,89.69,68.5
11.45,7,2.51,3.7,2747,1.51,33.77,83.75,31.49
10.85,29,1.73,1.73,3363,5.31,12.33,92.51,33.53
14.77,9,2.85,4.62,4227,3.45,8.41,73.74,71.08
8.8,49,2.45,4.68,4755,5.02,25.34,88.29,53.32
10.51,25,5.92,4.47,462,2.24,35.48,80.92,20.35
7.95,34,1.9,3.89,3683,9.95,29.02,88.59,54.76
2.18,2,6.45,3.37,2078,2.63,36.93,75.09,94.18
6.25,22,8.87,1.98,3050,5.99,11.35,76.99,42.8
8.16,14,1.49,3.42,4300,5.63,23.23,94.63,92.18
8.7,15,7.89,1.95,971,6.48,12.96,80.52,14.86
12.23,39,4.66,3.97,118,2.48,23.28,71.85,42.34
8.66,15,7.24,2.24,3968,6.65,31.92,86.71,18.44
4.61,18,6.0,1.54,4632,4.97,18.22,76.37,54.87
4.48,7,2.77,3.56,4529,7.95,30.78,72.47,27.96
11.23,12,2.65,3.09,2473,9.74,31.75,73.24,49.32
14.12,11,4.13,4.91,3869,9.29,32.53,80.06,74.68
2.53,26,7.91,2.35,4146,5.37,12.8,80.38,25.13
4.86,11,6.74,1.06,4103,8.92,36.47,71.2,85.98
7.83,46,8.63,4.32,475,3.3,33.58,70.0,88.64
5.44,15,6.11,1.88,4792,6.79,12.85,76.98,37.75
14.66,31,8.57,3.13,3891,7.52,16.42,85.1,62.6
2.39,21,6.09,2.53,4118,1.03,15.0,82.54,35.74
14.97,24,7.68,4.0,2232,3.65,30.19,77.19,41.66
2.1,31,4.92,1.23,2767,4.06,8.25,93.04,22.38
11.51,33,1.69,2.8,2248,8.05,20.64,70.6,41.02
13.69,3,7.21,1.76,1940,3.85,34.93,89.76,34.17
8.04,20,9.08,3.9,3500,5.66,15.42,93.57,77.01
4.73,27,3.01,3.23,1604,5.94,35.39,76.0,18.12
9.66,12,6.43,1.51,4453,1.78,32.11,96.31,85.35
12.31,49,4.26,2.01,2595,4.95,35.15,77.85,17.03
3.73,20,4.2,4.43,4895,9.45,28.6,90.07,36.09
10.24,21,4.32,1.62,1771,8.5,16.35,89.82,64.05
11.65,38,4.31,3.58,1283,9.57,14.98,82.76,49.22
7.71,25,5.74,1.1,4650,6.91,32.1,92.48,49.32
11.57,43,6.85,4.93,2205,6.39,11.75,85.0,50.87
4.45,34,1.15,2.08,1075,9.36,32.07,73.2,88.76
12.45,10,4.57,2.61,2688,8.64,25.11,89.79,45.29
2.08,4,5.37,1.63,4719,5.58,32.88,78.35,51.65
14.82,17,7.13,3.14,2239,4.66,32.6,94.0,78.84
10.12,28,6.75,4.91,2388,9.68,30.52,79.61,84.28
8.79,33,7.64,3.01,334,4.54,12.8,75.44,37.68
12.53,44,1.92,2.64,2268,3.42,23.96,71.31,92.95
3.3,16,9.2,2.4,4806,8.37,9.46,82.71,89.83
12.9,15,1.5,4.57,4292,2.92,30.61,81.96,73.24
4.71,4,4.13,4.02,3631,8.71,21.62,96.0,39.19
14.19,3,8.75,4.28,4500,1.9,14.2,78.88,43.75
7.38,25,3.21,1.52,1757,7.67,24.87,82.39,18.36
11.74,44,7.92,1.89,349,6.49,35.62,94.03,16.85
3.85,38,7.56,4.86,2409,2.0,13.17,90.75,43.05
14.57,26,4.17,4.21,2814,8.96,30.9,71.02,46.53
3.89,8,3.58,4.52,4915,8.67,19.87,73.85,54.46
4.78,18,1.41,2.03,2043,6.19,30.94,68.84,24.53
9.53,2,1.68,4.93,1129,7.58,36.39,81.82,45.11
7.78,24,5.28,2.82,4149,2.81,29.26,85.12,25.52
3.24,8,7.27,2.17,2571,5.2,27.69,88.59,69.11
9.26,3,6.49,4.32,4530,5.13,11.85,73.72,78.96
7.05,46,2.08,3.62,1607,6.13,9.55,95.63,71.14
12.2,24,4.99,2.59,1849,8.36,30.79,93.32,54.22
5.79,31,4.36,1.42,528,3.94,17.88,80.22,67.08
12.53,29,8.83,4.88,784,6.9,33.55,95.39,28.58
12.94,24,5.93,3.59,4025,4.7,21.99,89.73,27.52
9.09,11,4.1,2.64,3329,7.81,35.88,93.62,59.1
5.45,30,8.22,3.22,543,8.1,27.54,86.39,93.1
13.51,13,5.2,2.31,1838,5.27,26.51,70.86,44.41
8.49,18,4.15,4.63,517,5.33,32.16,84.73,98.48
11.44,14,2.86,4.35,2852,2.73,35.78,94.2,19.47
11.32,30,8.61,1.94,448,1.89,24.52,78.87,50.72
5.55,23,2.32,4.91,1696,5.71,14.51,75.34,13.25
14.5,39,6.37,4.44,4535,3.64,20.42,87.54,83.63
2.76,15,7.15,3.45,2273,5.97,34.41,92.46,55.9
2.12,19,6.43,2.27,2683,4.61,22.46,77.16,35.02
8.26,11,6.57,1.24,2406,2.76,21.57,81.15,39.03
4.38,7,6.95,2.86,3723,5.73,23.93,82.17,41.86
2.52,19,7.14,2.22,1272,2.6,24.22,71.79,64.89
2.74,48,5.03,4.77,2057,5.39,30.1,92.7,83.77
11.38,6,7.63,1.97,1466,5.97,35.55,70.59,98.37
10.08,38,1.38,2.15,2367,5.14,36.71,78.28,38.02
11.41,13,4.67,1.04,4975,4.86,26.28,94.66,48.24
8.5,48,9.25,3.83,3622,4.64,21.41,73.51,96.19
10.53,34,6.51,1.15,1369,3.25,8.46,68.62,88.23
11.52,23,8.8,2.4,1482,3.38,24.69,68.06,29.76
2.93,16,4.99,3.19,595,8.49,17.82,69.3,33.44
2.55,21,2.36,3.4,1949,8.55,20.75,70.64,26.59
2.05,41,1.93,4.45,2400,3.31,12.54,68.83,48.13
4.93,40,5.49,1.0,4299,6.92,20.86,84.72,15.12
8.6,9,3.77,1.58,3046,8.84,31.33,82.76,18.96
5.87,13,8.43,2.52,4923,6.95,26.57,92.28,46.31
10.11,45,1.64,2.92,4974,5.11,25.68,87.31,49.86
7.72,5,1.63,1.73,4704,6.54,27.41,92.22,72.83
2.33,21,5.38,3.55,1743,6.92,19.94,94.6,90.76
4.73,11,9.48,1.07,272,4.04,34.81,87.46,44.01
2.28,10,9.71,4.19,2619,5.57,12.84,87.46,56.26
3.62,48,1.53,1.71,1076,4.42,34.58,79.99,30.7
12.83,30,3.8,4.75,604,2.41,16.08,96.55,23.28
14.51,7,3.51,1.58,3781,8.61,27.25,78.66,48.75
8.56,31,6.62,4.91,211,6.71,31.45,92.35,52.95
9.94,22,1.42,3.77,125,7.61,18.6,69.51,31.7
10.69,19,5.92,3.52,4620,8.54,31.82,90.12,60.93
10.68,8,1.91,3.25,1390,1.33,15.91,70.45,76.29
4.44,2,7.34,1.47,3214,9.47,10.1,88.7,50.68
10.81,27,1.31,1.95,3861,7.84,20.84,73.04,14.12
6.58,48,7.05,4.21,181,8.19,12.86,78.86,49.8
9.42,1,7.18,4.83,567,3.31,22.73,94.51,89.36
12.08,35,7.25,3.24,733,5.9,19.21,77.83,70.99
6.56,1,1.74,1.84,3212,7.33,33.19,88.17,43.25
13.98,14,1.22,3.35,2905,5.13,32.0,73.88,29.02
6.75,5,2.58,4.46,453,7.33,32.48,83.57,72.62
3.91,18,1.83,3.23,4175,3.38,35.01,70.31,53.94
6.63,48,6.23,3.91,3396,8.31,8.4,90.17,15.82
14.66,19,9.53,3.95,4426,9.0,14.67,70.49,72.61
9.73,26,9.31,1.18,2471,2.29,9.17,81.06,68.26
2.88,43,5.39,4.87,2539,5.29,13.24,95.01,97.01
11.07,4,7.77,4.71,4844,3.0,26.87,79.79,49.33
13.23,30,5.55,1.2,3350,8.07,19.3,82.13,35.92
13.95,12,8.93,1.37,1738,2.85,17.0,68.21,70.34
13.0,49,9.32,4.72,3463,7.74,34.48,74.55,70.26
4.32,25,2.03,1.42,3747,7.27,8.78,75.85,71.11
2.1,36,8.6,4.79,582,6.7,23.92,76.82,58.2
11.2,2,2.13,1.54,576,4.64,13.08,73.58,97.42
6.21,2,3.71,4.42,3091,3.77,10.29,70.7,48.45
9.68,37,1.76,4.65,4511,6.57,9.49,81.68,46.2
7.73,14,1.27,4.98,1577,8.88,10.19,82.33,19.41
5.71,36,2.26,3.67,2290,1.12,33.87,84.59,51.78
14.64,13,3.52,3.7,1810,9.74,19.93,73.55,66.29
3.91,20,3.07,3.12,1684,6.87,35.95,93.6,32.37
2.9,13,2.73,3.84,3398,6.55,8.55,68.67,39.96
13.67,40,9.86,4.18,251,5.48,17.41,82.79,39.72
5.14,23,5.05,3.67,1502,3.44,9.33,88.74,58.09
4.41,20,8.28,4.4,1813,1.82,28.1,77.73,56.86
7.12,31,6.75,1.8,1713,8.3,31.09,74.5,48.13
13.5,9,9.16,4.57,1127,6.04,22.6,68.54,57.92
3.89,32,8.36,2.75,3667,9.84,22.35,81.29,57.34
5.35,17,7.87,1.94,4885,4.51,18.35,86.28,79.93
7.61,46,7.15,1.54,3257,2.85,15.78,74.8,75.11
10.32,44,4.75,1.74,2844,7.26,31.64,78.19,62.02
4.46,20,7.64,2.73,306,2.47,26.29,90.08,56.25
13.28,21,3.87,4.03,319,1.4,13.77,85.51,46.25
8.22,28,8.77,2.62,2660,5.44,11.84,77.75,63.7
5.56,7,7.59,2.7,4733,8.53,10.48,77.74,40.75
4.32,20,9.74,1.65,2388,9.18,12.98,80.48,48.42
6.64,12,9.83,1.11,3638,2.91,29.52,78.23,18.67
11.42,20,2.26,4.95,4333,1.19,31.16,81.38,23.33
7.78,5,4.07,2.09,3842,2.73,17.87,96.3,32.15
6.38,32,5.93,3.88,1129,7.35,11.44,71.94,26.09
9.53,4,7.11,4.66,890,2.25,25.63,80.72,71.64
3.1,14,8.93,1.18,4640,4.34,11.87,80.88,22.34
14.69,3,2.95,2.28,2313,5.95,9.99,71.45,60.34
6.4,48,6.42,2.92,819,2.63,12.43,71.84,64.28
10.77,23,1.45,4.64,3565,6.97,17.39,79.44,44.26
7.58,22,4.79,1.61,1824,5.67,16.36,85.33,14.12
12.04,5,9.17,4.11,161,7.35,16.93,87.74,86.56
9.05,43,3.02,3.52,674,3.82,26.64,81.49,53.04
4.53,17,3.8,4.46,2458,6.94,25.86,90.36,81.95
14.58,18,1.55,3.97,1930,3.43,18.64,82.64,30.81
4.66,40,3.24,3.23,4662,7.18,30.09,86.83,27.01
11.65,4,9.12,1.94,3060,8.52,10.14,94.74,21.94
11.14,48,6.6,1.59,918,6.14,22.44,91.05,42.23
8.77,21,9.54,1.19,1723,9.6,19.63,80.38,20.73
2.58,20,8.82,1.46,2583,1.71,34.12,81.76,11.47
7.3,9,4.52,5.0,2267,2.36,22.31,93.69,67.65
12.39,1,2.06,2.89,4485,1.22,21.61,88.65,73.09
8.77,45,5.35,5.0,2921,3.62,27.32,94.27,14.91
10.34,13,1.34,4.38,3044,4.09,20.4,88.8,97.07
4.79,49,5.61,2.88,3758,1.47,9.6,95.8,64.33
8.73,14,8.17,1.73,2445,4.27,30.04,82.92,13.59
5.62,43,3.93,4.0,654,1.65,16.74,84.77,48.01
10.84,42,8.5,3.29,343,1.43,27.93,93.03,74.83
6.77,45,6.58,1.9,2445,7.49,24.72,96.07,26.75
7.96,17,8.35,4.14,1889,2.15,15.44,95.01,31.49
5.24,26,2.68,2.58,4470,7.54,32.6,87.96,20.09
9.13,2,1.7,2.08,4648,4.39,14.66,70.48,35.24
6.51,13,5.48,1.05,2582,3.64,35.89,75.99,45.99
9.69,38,7.08,1.3,103,5.67,22.08,91.12,11.31
12.88,12,8.91,2.92,1669,9.79,23.77,73.65,42.04
4.26,18,1.47,4.62,3062,9.04,11.17,91.98,54.23
10.04,25,7.58,3.96,2835,4.23,20.31,93.1,95.82
3.09,15,4.72,1.63,2808,6.84,17.29,88.03,73.44
9.88,21,1.65,4.49,4925,6.71,18.38,72.45,22.47
11.85,13,2.3,1.79,2683,3.18,9.28,91.29,10.42
12.67,3,2.49,4.63,1653,6.78,23.8,90.99,53.26
10.87,41,2.39,4.53,3676,7.02,27.75,96.14,71.57
14.99,33,6.95,4.09,2677,4.78,17.84,73.74,87.9
2.17,21,6.52,1.71,2780,8.73,30.52,95.25,77.67
10.55,49,4.56,4.72,3971,2.27,17.41,85.7,67.29
9.47,36,8.89,3.78,4795,1.86,13.55,87.1,79.38
2.78,7,4.37,3.37,2196,2.69,20.57,74.16,47.49
13.74,3,8.25,3.24,2936,6.38,11.38,82.02,76.76
11.25,40,1.18,4.13,3509,1.86,18.3,81.65,86.08
12.8,22,7.59,3.76,2971,8.48,27.55,90.02,80.58
13.81,49,5.61,4.09,3612,7.24,36.63,70.47,47.8
6.06,47,6.81,2.13,1702,4.9,18.25,89.01,68.81
5.81,3,1.27,3.67,3595,6.54,12.95,74.75,94.37
2.6,2,4.22,1.24,2111,7.63,8.48,80.03,73.42
9.39,10,7.63,4.93,1596,7.47,19.47,69.34,15.77
10.77,16,4.35,3.34,1035,9.04,13.92,69.46,30.66
13.73,24,5.66,4.89,2051,4.34,16.62,91.02,17.09
9.54,29,1.68,1.1,3038,1.02,9.86,93.62,67.05
13.64,19,9.83,3.42,3118,7.16,22.49,84.43,52.18
6.62,1,8.7,4.28,3640,7.26,13.67,74.86,79.2
6.89,34,4.85,3.95,2744,3.03,28.48,79.25,71.73
6.06,42,2.4,2.29,4175,7.71,31.38,81.37,24.67
14.09,39,7.38,3.97,2366,9.46,35.22,90.77,28.26
11.62,36,2.68,3.94,4187,5.05,28.6,91.93,99.05
2.86,19,4.63,3.77,1161,1.71,21.87,94.04,56.16
6.02,23,5.6,4.03,788,9.91,17.09,91.28,32.1
6.2,12,7.04,4.82,921,5.85,35.68,80.4,11.46
4.29,21,6.06,3.57,1236,5.26,33.99,82.33,14.69
7.21,29,1.34,2.35,3724,6.76,11.45,73.61,47.24
4.77,19,6.6,2.42,1297,8.88,34.62,92.02,92.08
10.1,45,5.84,1.01,3040,8.32,11.73,81.1,17.97
13.51,20,8.72,1.23,4486,5.32,14.74,93.07,98.49
5.17,19,6.68,1.25,4426,5.22,8.45,82.27,50.95
4.76,43,5.55,2.7,602,4.28,16.32,89.48,43.75
9.48,23,6.83,4.43,1204,4.99,27.08,74.2,31.05
4.68,38,5.26,1.92,2013,6.68,11.35,93.28,26.56
3.99,6,4.46,4.25,4603,8.78,26.79,72.12,23.4
8.92,21,7.82,4.47,3480,8.1,18.28,74.15,25.3
13.22,15,8.84,1.47,2652,4.54,28.64,92.81,20.14
7.4,12,9.11,4.92,1689,1.38,28.66,84.97,21.46
14.86,26,4.43,2.09,913,4.9,19.94,96.05,68.68
3.36,44,9.79,3.27,410,5.22,8.34,71.01,45.65
7.49,11,4.81,4.31,4595,5.78,26.32,70.04,63.17
12.47,15,9.5,1.71,2000,5.21,15.29,94.81,14.96
2.34,38,6.98,3.69,1291,7.14,14.28,78.54,83.04
10.77,10,7.63,1.31,4796,2.06,11.49,80.75,39.3
5.95,19,5.9,4.95,770,3.87,33.26,93.72,67.39
2.15,34,7.53,4.83,4477,7.78,34.14,74.18,16.75
7.07,13,9.05,2.4,4193,5.25,17.12,78.54,38.94
9.14,14,2.92,2.2,158,2.49,16.58,93.37,42.52
6.84,20,2.84,4.57,690,7.46,28.18,93.11,21.27
5.81,9,6.78,3.45,2604,6.98,34.23,84.38,62.96
10.45,18,9.45,2.09,116,7.48,22.92,74.71,35.42
3.86,8,6.9,2.74,753,8.03,28.4,88.7,95.1
12.82,19,1.47,3.77,3011,1.51,13.52,73.41,13.58
5.29,18,4.5,3.25,4595,7.61,11.41,71.81,47.63
4.29,45,7.02,4.83,3543,6.78,30.65,91.07,19.99
13.71,32,4.65,4.51,1759,1.85,11.88,77.86,86.73
2.7,15,1.61,4.31,3243,7.85,27.57,90.77,66.76
3.51,45,1.59,4.64,4088,2.76,9.29,96.08,14.92
13.73,49,4.71,3.65,2585,6.82,22.27,73.24,76.81
12.85,20,2.78,4.06,4216,2.52,10.41,82.68,97.26
12.07,27,2.42,1.09,1304,5.84,9.51,78.66,52.7
11.04,30,2.66,2.65,2773,5.32,10.55,88.99,62.77
5.5,30,2.97,1.87,3263,2.39,12.02,73.67,55.52
3.98,6,5.74,3.95,1365,7.32,9.23,80.02,74.44
12.65,34,8.64,2.39,3184,2.21,21.22,86.37,74.25
8.44,38,9.46,4.87,2430,8.29,12.8,89.72,73.24
6.02,13,8.76,3.75,1763,5.58,27.61,68.9,31.85
12.07,10,6.8,3.04,3707,8.11,28.81,68.99,91.96
6.27,3,2.41,1.06,1170,4.07,22.27,93.33,14.27
5.36,43,4.56,4.2,2388,7.45,25.88,86.96,37.08
14.87,47,2.57,1.12,3185,8.32,26.5,89.31,69.6
12.26,1,7.6,1.16,2645,2.06,27.32,96.57,75.22
11.62,11,7.26,1.47,2748,9.87,25.82,71.62,21.33
5.63,29,7.21,2.89,3809,4.0,21.35,93.13,65.09
10.75,17,8.78,3.62,840,3.1,14.32,70.29,43.86
6.19,17,5.07,1.35,1486,7.59,22.73,83.49,79.87
14.48,18,1.36,3.83,753,5.0,15.56,83.73,44.75
3.71,19,6.61,4.32,4965,3.65,31.74,82.68,22.72
14.13,28,8.69,1.36,404,4.94,25.7,89.73,81.84
14.13,20,6.11,1.09,2763,8.65,19.07,90.75,39.57
6.77,42,6.67,3.44,2061,3.32,28.27,91.46,46.78
11.6,19,8.21,1.18,3049,5.01,22.49,90.14,12.09
3.72,14,4.13,3.49,3315,1.54,21.36,88.43,39.85
8.92,46,1.55,4.71,3664,7.23,26.86,73.0,90.55
2.92,15,4.47,2.66,3891,5.86,20.76,78.13,24.61
10.34,34,9.76,4.12,2808,7.38,19.71,89.86,60.74
3.84,22,6.74,4.7,2228,5.31,11.67,79.52,66.92
9.43,10,1.49,3.74,2566,9.04,20.23,70.31,92.98
7.31,4,7.48,4.01,3530,6.79,17.24,77.05,92.39
6.87,23,7.36,2.16,4627,5.5,20.87,95.85,61.45
2.64,14,9.03,1.57,1732,9.35,32.82,86.16,33.31
14.29,4,3.34,1.29,1521,3.5,16.78,95.16,51.52
9.53,9,7.35,2.46,4817,3.02,17.79,87.49,89.35
9.78,28,4.0,2.83,3380,5.53,29.83,89.1,99.4
10.38,31,1.37,3.77,501,6.6,20.22,70.7,18.85
2.63,3,4.98,1.21,1929,7.27,31.36,91.67,86.64
9.59,40,1.82,2.96,3019,5.83,15.99,81.59,85.53
10.53,31,4.9,1.3,2884,7.13,33.26,93.42,68.79
5.43,16,9.32,4.44,140,8.74,26.61,93.65,49.17
5.74,18,9.62,1.15,1449,8.17,26.42,73.33,22.17
6.1,8,1.52,3.86,2553,4.89,28.14,89.36,51.01
5.89,20,4.87,2.81,4567,2.87,26.11,93.15,48.4
10.31,4,1.89,2.6,2628,1.37,12.73,76.0,82.16
12.3,49,1.18,3.19,848,5.86,16.97,94.26,67.16
4.39,21,3.84,3.9,2233,4.46,30.27,86.23,16.19
5.89,31,7.97,1.68,1054,6.24,15.44,76.88,64.19
7.51,32,8.71,4.08,4266,8.75,33.69,84.47,13.92
4.36,8,6.66,4.35,4415,5.96,18.49,76.2,17.23
10.14,16,2.67,3.61,3631,7.39,25.17,94.26,46.66
13.53,4,9.32,3.39,1309,1.41,22.49,86.38,26.21
4.73,6,5.85,1.38,1661,3.67,29.42,94.83,56.36
2.29,3,2.93,1.43,1824,5.4,17.78,87.4,18.64
7.71,49,7.09,3.03,4381,2.05,27.97,86.69,94.53
6.03,11,2.51,3.62,1528,3.75,8.27,69.41,17.8
13.67,10,5.73,4.74,4660,3.91,16.47,82.07,88.37
9.23,13,2.9,4.36,1917,8.13,35.17,80.06,87.66
2.97,24,3.2,3.64,4630,1.06,29.56,83.89,13.33
3.66,8,3.74,1.92,2278,8.2,14.71,94.25,89.04
13.15,32,7.59,2.01,3131,8.24,21.46,91.61,61.91
4.23,24,2.73,3.66,2001,4.44,9.6,88.15,66.82
10.32,48,7.3,4.3,1837,7.34,16.8,74.58,59.34
9.67,4,1.92,4.44,2189,9.59,33.46,84.48,22.71
7.79,31,2.75,3.5,4992,9.29,11.86,92.49,11.76
3.18,30,7.56,1.04,4258,8.18,26.79,70.57,21.62
13.68,20,2.78,1.03,2324,2.82,16.55,95.47,52.94
3.76,5,1.93,4.01,727,3.16,30.79,78.33,34.12
7.92,21,2.69,2.93,2559,4.26,8.19,71.44,97.12
10.75,8,3.26,2.18,988,9.21,34.27,76.42,95.48
13.86,9,9.48,4.57,3687,3.46,10.98,79.89,78.34
4.88,43,4.5,4.31,570,5.07,11.53,95.86,94.88
2.53,25,4.15,3.99,3835,6.49,35.84,90.21,18.93
4.98,41,9.19,4.91,1973,2.44,26.43,80.88,60.96
10.92,44,6.72,3.69,1827,3.13,11.5,96.22,57.53
8.95,19,4.68,2.16,1315,1.07,28.44,85.68,13.1
2.07,28,1.39,1.53,2328,9.8,9.79,86.22,60.18
9.35,45,9.65,2.45,3850,4.35,26.39,82.61,30.9
11.85,42,4.49,2.68,3237,2.35,35.98,94.84,38.55
12.38,2,1.69,3.86,2734,7.81,31.21,79.93,88.68
14.32,24,2.03,4.19,1295,7.6,36.59,74.69,85.02
3.97,32,1.77,1.21,1732,9.19,18.06,73.68,55.96
12.09,2,1.98,1.74,2054,7.35,32.47,87.68,43.79
7.19,47,5.57,3.61,1195,2.04,19.8,90.85,30.29
9.02,19,9.14,2.85,3393,2.88,34.56,96.46,85.34
7.6,22,7.3,3.0,2630,6.3,16.71,87.66,32.66
2.74,30,9.87,4.75,910,6.58,19.95,90.18,77.25
2.29,6,1.93,4.96,2952,6.42,34.63,85.93,29.67
7.84,41,4.97,2.33,1282,7.99,28.52,87.82,63.21
8.14,2,4.6,4.21,1428,2.26,33.73,85.24,92.45
12.32,14,8.81,2.88,589,8.03,8.38,92.0,41.65
13.14,23,5.88,3.24,1575,4.56,9.7,94.98,86.04
12.5,12,1.35,4.06,1423,4.15,32.37,91.89,62.6
7.88,9,5.71,1.6,4884,7.35,14.96,95.49,74.0
14.13,38,6.22,1.93,2446,2.11,17.07,86.75,47.84
7.13,9,9.4,2.84,4007,3.41,12.89,72.84,24.66
8.94,27,9.61,4.41,475,4.72,11.89,77.69,82.55
5.04,26,2.69,1.16,287,8.32,26.24,87.75,39.92
11.55,39,5.68,1.83,2245,1.12,25.14,92.69,97.12
13.9,24,7.38,4.17,3986,3.71,8.81,73.71,84.65
10.02,9,8.77,4.07,676,5.74,19.87,90.21,36.71
11.18,13,9.38,2.8,1697,6.71,33.44,83.89,76.45
13.84,7,3.99,1.81,4489,8.32,17.36,96.68,68.73
12.93,19,9.46,3.37,4696,6.73,33.43,76.33,90.33
4.87,30,9.7,2.95,2938,7.68,25.93,95.04,27.72
8.49,9,1.58,3.6,3966,2.32,29.38,87.91,68.76
2.48,37,9.23,4.29,4862,3.77,17.72,69.82,49.61
6.98,42,3.86,1.61,2357,3.98,15.62,73.98,59.22
6.08,34,2.85,3.92,1809,7.95,21.85,71.82,51.16
12.98,24,8.89,3.52,1081,8.48,20.96,88.29,96.53
8.36,24,5.93,1.12,3294,9.97,36.05,72.69,92.03
5.89,36,3.91,2.61,259,9.79,26.58,93.07,90.48
5.95,12,8.17,3.52,1158,3.97,34.49,82.96,65.44
6.69,30,8.28,2.94,1501,8.11,30.71,89.16,67.74
10.65,40,4.51,4.84,4284,8.21,27.2,82.2,72.11
4.05,35,3.5,3.74,1286,5.11,30.72,73.29,50.94
5.5,46,3.22,1.42,813,1.69,14.33,81.27,89.11
7.18,32,5.35,3.71,2206,8.59,9.3,80.58,55.88
3.77,7,3.68,1.67,4843,7.34,31.63,68.39,51.04
10.72,30,2.49,2.49,705,2.44,24.22,92.41,63.91
2.12,32,2.75,2.18,4834,2.73,23.01,75.27,61.32
6.96,33,6.11,3.95,1208,2.97,31.17,95.49,94.45
5.71,28,8.0,3.09,1238,7.88,15.31,77.54,93.65
9.94,5,7.56,2.31,3973,8.83,18.2,92.72,56.97
8.78,20,2.76,4.4,1846,3.86,12.77,90.36,10.94
11.17,38,8.17,4.51,4556,8.03,9.18,79.7,45.79
4.24,25,9.82,4.17,4798,6.29,27.56,71.68,86.75
7.83,47,6.46,3.21,4433,1.79,19.54,88.7,24.85
4.1,23,7.56,1.85,4685,5.71,14.31,82.84,71.86
11.5,5,9.84,1.65,3808,2.84,18.3,96.35,58.17
8.1,18,2.75,2.28,4500,1.2,25.33,82.06,74.12
14.25,2,7.86,2.94,1224,8.98,12.37,73.39,90.39
9.18,41,3.26,2.03,4415,6.94,9.5,75.97,18.76
13.9,12,5.74,4.43,770,2.83,34.15,79.34,97.97
11.26,18,1.98,1.35,3180,1.87,36.12,95.18,54.78
14.78,4,4.27,3.53,504,3.27,25.81,83.01,79.69
